Occurred ,Stud-ID,Fault #,Fault Trigger,Fixed,Duration,Reason,Description,Extended description,Operation Mode,Success
12/9/2016 11:47:01,2-001,21065,Process Management,12/9/2016 11:47:18,00:00:17,Restart,DCPU-PM: Feed start signal invalid during current operation state,A feed start signal has been set with the weld unit being in an operation state that does not allow processing of start signals.,Not ready,0
12/9/2016 11:47:01,2-001,21050,Process Management,12/9/2016 11:47:18,00:00:17,Restart,DCPU-PM: Weld head move start signal invalid during current operation state,A weld head move start signal has been set with the weld unit being in an operation state that does not allow processing of start signals.,Not ready,0
12/9/2016 11:47:01,,20112,Process Management,12/9/2016 11:47:03,00:00:02,Self resetted,CPM: Pressure monitor protective gas,The CPM signals that the protective gas pressure has fallen below the limit value.,None,0
12/9/2016 11:43:39,2-001,21065,Process Management,12/9/2016 11:46:46,00:03:07,Restart,DCPU-PM: Feed start signal invalid during current operation state,A feed start signal has been set with the weld unit being in an operation state that does not allow processing of start signals.,Not ready,0
12/9/2016 11:43:39,2-001,21050,Process Management,12/9/2016 11:46:46,00:03:07,Restart,DCPU-PM: Weld head move start signal invalid during current operation state,A weld head move start signal has been set with the weld unit being in an operation state that does not allow processing of start signals.,Not ready,0
12/9/2016 11:43:39,,20112,Process Management,12/9/2016 11:43:41,00:00:02,Self resetted,CPM: Pressure monitor protective gas,The CPM signals that the protective gas pressure has fallen below the limit value.,None,0
12/9/2016 11:43:02,2-001,21066,Process Management,12/9/2016 11:43:18,00:00:16,Restart,DCPU-PM: Self-resetting fault during weld process,A self-resetting fault has occured during a weld process. This fault ensures that the according weld process ends with an fault. The causal fault can be found in the fault history.,Automatic mode,0
12/9/2016 11:43:01,2-001,21065,Process Management,12/9/2016 11:43:18,00:00:17,Restart,DCPU-PM: Feed start signal invalid during current operation state,A feed start signal has been set with the weld unit being in an operation state that does not allow processing of start signals.,Not ready,0
12/9/2016 11:43:01,2-001,21050,Process Management,12/9/2016 11:43:18,00:00:17,Restart,DCPU-PM: Weld head move start signal invalid during current operation state,A weld head move start signal has been set with the weld unit being in an operation state that does not allow processing of start signals.,Not ready,0
12/9/2016 11:43:00,,20112,Process Management,12/9/2016 11:43:02,00:00:02,Self resetted,CPM: Pressure monitor protective gas,The CPM signals that the protective gas pressure has fallen below the limit value.,None,0
12/9/2016 11:41:59,2-001,21065,Process Management,12/9/2016 11:42:49,00:00:50,Restart,DCPU-PM: Feed start signal invalid during current operation state,A feed start signal has been set with the weld unit being in an operation state that does not allow processing of start signals.,Not ready,0
12/9/2016 11:41:59,2-001,21050,Process Management,12/9/2016 11:42:49,00:00:50,Restart,DCPU-PM: Weld head move start signal invalid during current operation state,A weld head move start signal has been set with the weld unit being in an operation state that does not allow processing of start signals.,Not ready,0
12/9/2016 11:41:59,,20112,Process Management,12/9/2016 11:42:01,00:00:02,Self resetted,CPM: Pressure monitor protective gas,The CPM signals that the protective gas pressure has fallen below the limit value.,None,0
12/9/2016 11:41:53,,20112,Process Management,12/9/2016 11:41:55,00:00:02,Self resetted,CPM: Pressure monitor protective gas,The CPM signals that the protective gas pressure has fallen below the limit value.,None,0
12/9/2016 11:14:03,,20112,Process Management,12/9/2016 11:14:11,00:00:08,Self resetted,CPM: Pressure monitor protective gas,The CPM signals that the protective gas pressure has fallen below the limit value.,None,0
12/8/2016 11:23:51,,20112,Process Management,12/9/2016 09:52:58,,System restart,CPM: Pressure monitor protective gas,The CPM signals that the protective gas pressure has fallen below the limit value.,None,0
12/7/2016 18:00:08,1-001,10030,SMPS,12/7/2016 18:01:35,00:01:27,Restart,SMPS: Weld out of tolerance,One or more of the observed weld parameters are out of the programmed tolerance range.,Automatic mode,0
12/7/2016 16:48:09,2-001,13008,LMC,12/7/2016 16:48:28,00:00:19,Restart,LMC: Penetration out of tolerance,The observed penetration is out of the programmed tolerance range.,Automatic mode,0
12/7/2016 15:39:00,,21048,Process Management,12/7/2016 15:39:04,00:00:04,Self resetted,Fiber optic connection LMC,The communication between weld unit and LMC is disturbed.,Automatic mode,0
12/7/2016 14:04:19,1-001,17070,Weld tool,12/7/2016 15:36:53,01:32:34,System restart,Weld tool: Stud-arrival and stud-departure sensor detected no stud,The stud-arrival and stud-departure sensor detected no stud during a stud feeding process,Automatic mode,0
12/7/2016 13:08:54,1-001,20028,Process Management,12/7/2016 13:11:05,00:02:11,Restart,No SOW - fastener (stud) has been not detected by stud-departure sensor,The required signal SOW (stud on work) for starting a weld cycle is not recognized.  Reason for the missing SOW signal: The feeding cycle that was performed before the welding could not be completed correctly. The fastener (stud) has been not detected by stud-departure sensor. ,Automatic mode,0
12/7/2016 13:05:35,1-001,20028,Process Management,12/7/2016 13:07:23,00:01:48,Restart,No SOW - fastener (stud) has been not detected by stud-departure sensor,The required signal SOW (stud on work) for starting a weld cycle is not recognized.  Reason for the missing SOW signal: The feeding cycle that was performed before the welding could not be completed correctly. The fastener (stud) has been not detected by stud-departure sensor. ,Automatic mode,0
12/7/2016 12:57:07,2-001,13008,LMC,12/7/2016 12:57:30,00:00:23,Restart,LMC: Penetration out of tolerance,The observed penetration is out of the programmed tolerance range.,Automatic mode,0
12/7/2016 12:32:24,1-001,13008,LMC,12/7/2016 12:34:05,00:01:41,Restart,LMC: Penetration out of tolerance,The observed penetration is out of the programmed tolerance range.,Automatic mode,0
12/7/2016 11:34:53,1-001,20002,Process Management,12/7/2016 11:37:35,00:02:42,Restart,No SOW,The required signal SOW (stud on work) for starting a weld cycle is not recognized.,Automatic mode,0
12/2/2016 23:45:19,,20003,Process Management,12/3/2016 07:22:22,,Self resetted,Weld tool not in R position,The welder control detects that the weld tool is not in R position (rear position).,Not ready,0
12/2/2016 23:41:58,,20003,Process Management,12/3/2016 07:22:22,,Self resetted,Weld tool not in R position,The welder control detects that the weld tool is not in R position (rear position).,Not ready,0
12/2/2016 23:14:38,,20103,Process Management,12/3/2016 07:22:32,,Self resetted,CPM: Air pressure not sufficient,Input air pressure to the TE has fallen under the permitted value.,None,0
12/2/2016 23:12:54,,15004,Feeder 1,12/3/2016 07:22:31,,Self resetted,Feeder: Air pressure not sufficient,Input air pressure to the feeder has fallen under the permitted value.,Not ready,0
12/2/2016 23:12:45,,15004,Feeder 1,12/3/2016 07:22:31,,Self resetted,Feeder: Air pressure not sufficient,Input air pressure to the feeder has fallen under the permitted value.,Not ready,0
12/1/2016 23:24:06,,20003,Process Management,12/2/2016 07:22:36,,Self resetted,Weld tool not in R position,The welder control detects that the weld tool is not in R position (rear position).,Not ready,0
12/1/2016 23:23:40,,20003,Process Management,12/2/2016 07:22:36,,Self resetted,Weld tool not in R position,The welder control detects that the weld tool is not in R position (rear position).,Not ready,0
12/1/2016 23:16:11,,20103,Process Management,12/2/2016 07:22:42,,Self resetted,CPM: Air pressure not sufficient,Input air pressure to the TE has fallen under the permitted value.,None,0
12/1/2016 23:15:05,,15004,Feeder 1,12/2/2016 07:22:41,,Self resetted,Feeder: Air pressure not sufficient,Input air pressure to the feeder has fallen under the permitted value.,Not ready,0
12/1/2016 23:15:01,,15004,Feeder 1,12/2/2016 07:22:41,,Self resetted,Feeder: Air pressure not sufficient,Input air pressure to the feeder has fallen under the permitted value.,Not ready,0
12/1/2016 18:04:16,,20112,Process Management,12/7/2016 11:24:31,,System restart,CPM: Pressure monitor protective gas,The CPM signals that the protective gas pressure has fallen below the limit value.,None,0
12/1/2016 17:43:43,2-001,13008,LMC,12/1/2016 17:55:27,00:11:44,Finish command,LMC: Penetration out of tolerance,The observed penetration is out of the programmed tolerance range.,Automatic mode,0
12/1/2016 17:42:38,2-001,13008,LMC,12/1/2016 17:43:13,00:00:35,Finish command,LMC: Penetration out of tolerance,The observed penetration is out of the programmed tolerance range.,Automatic mode,0
12/1/2016 14:42:31,,20112,Process Management,12/1/2016 17:37:37,02:55:06,Self resetted,CPM: Pressure monitor protective gas,The CPM signals that the protective gas pressure has fallen below the limit value.,None,0
11/30/2016 23:28:12,,20003,Process Management,12/1/2016 07:27:10,,Self resetted,Weld tool not in R position,The welder control detects that the weld tool is not in R position (rear position).,Not ready,0
11/30/2016 23:27:38,,20003,Process Management,12/1/2016 07:27:10,,Self resetted,Weld tool not in R position,The welder control detects that the weld tool is not in R position (rear position).,Not ready,0
11/30/2016 23:19:18,,20103,Process Management,12/1/2016 07:27:18,,Self resetted,CPM: Air pressure not sufficient,Input air pressure to the TE has fallen under the permitted value.,None,0
11/30/2016 23:18:07,,15004,Feeder 1,12/1/2016 07:27:18,,Self resetted,Feeder: Air pressure not sufficient,Input air pressure to the feeder has fallen under the permitted value.,Not ready,0
11/30/2016 23:18:02,,15004,Feeder 1,12/1/2016 07:27:18,,Self resetted,Feeder: Air pressure not sufficient,Input air pressure to the feeder has fallen under the permitted value.,Not ready,0
11/30/2016 08:55:15,,23007,Customer Interface,11/30/2016 09:45:35,00:50:20,Component restart,DCPU-CI: Communication failure with customer interface,Main Processor (DCPU) is not able to communicate with interface CPU (ICPU).,None,0
11/29/2016 23:25:45,,20003,Process Management,11/30/2016 07:22:56,,Self resetted,Weld tool not in R position,The welder control detects that the weld tool is not in R position (rear position).,Not ready,0
11/29/2016 23:25:13,,20003,Process Management,11/30/2016 07:22:56,,Self resetted,Weld tool not in R position,The welder control detects that the weld tool is not in R position (rear position).,Not ready,0
11/29/2016 23:16:59,,20103,Process Management,11/30/2016 07:23:07,,Self resetted,CPM: Air pressure not sufficient,Input air pressure to the TE has fallen under the permitted value.,None,0
11/29/2016 23:15:56,,15004,Feeder 1,11/30/2016 07:23:06,,Self resetted,Feeder: Air pressure not sufficient,Input air pressure to the feeder has fallen under the permitted value.,Not ready,0
11/29/2016 23:15:53,,15004,Feeder 1,11/30/2016 07:23:06,,Self resetted,Feeder: Air pressure not sufficient,Input air pressure to the feeder has fallen under the permitted value.,Not ready,0
11/29/2016 12:50:50,,20112,Process Management,12/1/2016 14:42:01,01:51:11,System restart,CPM: Pressure monitor protective gas,The CPM signals that the protective gas pressure has fallen below the limit value.,None,0
11/29/2016 12:34:52,,20112,Process Management,11/29/2016 12:50:48,00:15:56,Self resetted,CPM: Pressure monitor protective gas,The CPM signals that the protective gas pressure has fallen below the limit value.,None,0
11/23/2016 10:24:17,,20112,Process Management,11/29/2016 12:34:26,02:10:09,System restart,CPM: Pressure monitor protective gas,The CPM signals that the protective gas pressure has fallen below the limit value.,None,0
11/22/2016 23:32:11,,20003,Process Management,11/23/2016 07:16:36,,Self resetted,Weld tool not in R position,The welder control detects that the weld tool is not in R position (rear position).,Not ready,0
11/22/2016 23:31:22,,20003,Process Management,11/23/2016 07:16:36,,Self resetted,Weld tool not in R position,The welder control detects that the weld tool is not in R position (rear position).,Not ready,0
11/22/2016 23:18:30,,20103,Process Management,11/23/2016 07:16:50,,Self resetted,CPM: Air pressure not sufficient,Input air pressure to the TE has fallen under the permitted value.,None,0
11/22/2016 23:17:15,,15004,Feeder 1,11/23/2016 07:16:49,,Self resetted,Feeder: Air pressure not sufficient,Input air pressure to the feeder has fallen under the permitted value.,Automatic mode,0
11/22/2016 23:17:11,,15004,Feeder 1,11/23/2016 07:16:49,,Self resetted,Feeder: Air pressure not sufficient,Input air pressure to the feeder has fallen under the permitted value.,Automatic mode,0
11/22/2016 16:17:58,1-001,21056,Process Management,11/22/2016 16:19:16,00:01:18,Restart,DCPU-PM: Timeout stud length check,The currently running weld process has been canceled due to a timeout. The result of the stud length check was not received in the expeceted time.,Automatic mode,0
11/22/2016 16:16:58,1-001,21056,Process Management,11/22/2016 16:17:21,00:00:23,Restart,DCPU-PM: Timeout stud length check,The currently running weld process has been canceled due to a timeout. The result of the stud length check was not received in the expeceted time.,Automatic mode,0
11/22/2016 16:15:59,1-001,21056,Process Management,11/22/2016 16:16:16,00:00:17,Finish command,DCPU-PM: Timeout stud length check,The currently running weld process has been canceled due to a timeout. The result of the stud length check was not received in the expeceted time.,Automatic mode,0
11/22/2016 16:15:19,1-001,21066,Process Management,11/22/2016 16:15:48,00:00:29,Restart,DCPU-PM: Self-resetting fault during weld process,A self-resetting fault has occured during a weld process. This fault ensures that the according weld process ends with an fault. The causal fault can be found in the fault history.,Automatic mode,0
11/22/2016 16:15:16,,20112,Process Management,11/22/2016 16:15:18,00:00:02,Self resetted,CPM: Pressure monitor protective gas,The CPM signals that the protective gas pressure has fallen below the limit value.,None,0
11/22/2016 14:58:33,,20040,Process Management,11/22/2016 14:58:35,00:00:02,Self resetted,Fiber optic connection SMPS,The internal communication with the SMPS is disturbed.,None,0
11/22/2016 14:56:12,,20112,Process Management,11/22/2016 14:56:14,00:00:02,Self resetted,CPM: Pressure monitor protective gas,The CPM signals that the protective gas pressure has fallen below the limit value.,None,0
11/22/2016 14:41:25,1-001,21051,Process Management,11/22/2016 14:41:54,00:00:29,Restart,DCPU-PM: Wrong stud length (stickout),The measured stud length is not the same as the programmed stud length.,Automatic mode,0
11/21/2016 23:29:54,,20003,Process Management,11/22/2016 07:22:33,,Self resetted,Weld tool not in R position,The welder control detects that the weld tool is not in R position (rear position).,Not ready,0
11/21/2016 23:28:57,,20003,Process Management,11/22/2016 07:22:33,,Self resetted,Weld tool not in R position,The welder control detects that the weld tool is not in R position (rear position).,Not ready,0
11/21/2016 23:16:23,,20103,Process Management,11/22/2016 07:22:44,,Self resetted,CPM: Air pressure not sufficient,Input air pressure to the TE has fallen under the permitted value.,None,0
11/21/2016 23:15:09,,15004,Feeder 1,11/22/2016 07:22:43,,Self resetted,Feeder: Air pressure not sufficient,Input air pressure to the feeder has fallen under the permitted value.,Not ready,0
11/21/2016 23:15:04,,15004,Feeder 1,11/22/2016 07:22:43,,Self resetted,Feeder: Air pressure not sufficient,Input air pressure to the feeder has fallen under the permitted value.,Not ready,0
11/19/2016 12:28:27,,20003,Process Management,11/21/2016 07:28:15,,Self resetted,Weld tool not in R position,The welder control detects that the weld tool is not in R position (rear position).,Not ready,0
11/19/2016 12:27:56,,20003,Process Management,11/21/2016 07:28:15,,Self resetted,Weld tool not in R position,The welder control detects that the weld tool is not in R position (rear position).,Not ready,0
11/19/2016 12:20:32,,20103,Process Management,11/21/2016 07:28:22,,Self resetted,CPM: Air pressure not sufficient,Input air pressure to the TE has fallen under the permitted value.,None,0
11/19/2016 12:19:32,,15004,Feeder 1,11/21/2016 07:28:21,,Self resetted,Feeder: Air pressure not sufficient,Input air pressure to the feeder has fallen under the permitted value.,Not ready,0
11/19/2016 12:19:27,,15004,Feeder 1,11/21/2016 07:28:21,,Self resetted,Feeder: Air pressure not sufficient,Input air pressure to the feeder has fallen under the permitted value.,Not ready,0
11/18/2016 23:23:31,,20003,Process Management,11/19/2016 08:01:40,,Self resetted,Weld tool not in R position,The welder control detects that the weld tool is not in R position (rear position).,Not ready,0
11/18/2016 23:23:00,,20003,Process Management,11/19/2016 08:01:40,,Self resetted,Weld tool not in R position,The welder control detects that the weld tool is not in R position (rear position).,Not ready,0
11/18/2016 23:15:22,,20103,Process Management,11/19/2016 08:01:54,,Self resetted,CPM: Air pressure not sufficient,Input air pressure to the TE has fallen under the permitted value.,None,0
11/18/2016 23:14:26,,15004,Feeder 1,11/19/2016 08:01:52,,Self resetted,Feeder: Air pressure not sufficient,Input air pressure to the feeder has fallen under the permitted value.,Not ready,0
11/18/2016 23:14:21,,15004,Feeder 1,11/19/2016 08:01:52,,Self resetted,Feeder: Air pressure not sufficient,Input air pressure to the feeder has fallen under the permitted value.,Not ready,0
11/17/2016 23:33:55,,20003,Process Management,11/18/2016 07:26:18,,Self resetted,Weld tool not in R position,The welder control detects that the weld tool is not in R position (rear position).,Not ready,0
11/17/2016 23:33:22,,20003,Process Management,11/18/2016 07:26:18,,Self resetted,Weld tool not in R position,The welder control detects that the weld tool is not in R position (rear position).,Not ready,0
11/17/2016 23:25:32,,20103,Process Management,11/18/2016 07:26:33,,Self resetted,CPM: Air pressure not sufficient,Input air pressure to the TE has fallen under the permitted value.,None,0
11/17/2016 23:24:34,,15004,Feeder 1,11/18/2016 07:26:32,,Self resetted,Feeder: Air pressure not sufficient,Input air pressure to the feeder has fallen under the permitted value.,Not ready,0
11/17/2016 23:24:29,,15004,Feeder 1,11/18/2016 07:26:32,,Self resetted,Feeder: Air pressure not sufficient,Input air pressure to the feeder has fallen under the permitted value.,Not ready,0
11/16/2016 23:35:29,,20003,Process Management,11/17/2016 07:30:30,,Self resetted,Weld tool not in R position,The welder control detects that the weld tool is not in R position (rear position).,Not ready,0
11/16/2016 23:34:11,,20003,Process Management,11/17/2016 07:30:30,,Self resetted,Weld tool not in R position,The welder control detects that the weld tool is not in R position (rear position).,Not ready,0
11/16/2016 23:18:10,,20103,Process Management,11/17/2016 07:30:41,,Self resetted,CPM: Air pressure not sufficient,Input air pressure to the TE has fallen under the permitted value.,None,0
11/16/2016 23:16:34,,15004,Feeder 1,11/17/2016 07:30:40,,Self resetted,Feeder: Air pressure not sufficient,Input air pressure to the feeder has fallen under the permitted value.,Not ready,0
11/16/2016 23:16:27,,15004,Feeder 1,11/17/2016 07:30:40,,Self resetted,Feeder: Air pressure not sufficient,Input air pressure to the feeder has fallen under the permitted value.,Not ready,0
11/16/2016 11:38:55,,20112,Process Management,11/22/2016 14:36:48,02:57:53,Self resetted,CPM: Pressure monitor protective gas,The CPM signals that the protective gas pressure has fallen below the limit value.,None,0
11/7/2016 19:27:03,,20112,Process Management,11/9/2016 15:26:47,,System restart,CPM: Pressure monitor protective gas,The CPM signals that the protective gas pressure has fallen below the limit value.,None,0
11/7/2016 18:46:38,,20112,Process Management,11/7/2016 18:46:40,00:00:02,Self resetted,CPM: Pressure monitor protective gas,The CPM signals that the protective gas pressure has fallen below the limit value.,None,0
11/7/2016 18:46:32,,20112,Process Management,11/7/2016 18:46:34,00:00:02,Self resetted,CPM: Pressure monitor protective gas,The CPM signals that the protective gas pressure has fallen below the limit value.,None,0
11/7/2016 16:11:36,,20112,Process Management,11/7/2016 16:11:38,00:00:02,Self resetted,CPM: Pressure monitor protective gas,The CPM signals that the protective gas pressure has fallen below the limit value.,None,0
11/7/2016 16:01:36,2-001,13011,LMC,11/7/2016 16:01:50,00:00:14,Restart,LMC: No room for lift,The linear motor can not execute the current lift because the is no room for the lift. Please check the stickout and lift higth values.  The remaining LM travel is insufficient for the programmed lift. The sum of the stickout and the programmed lift must ,Automatic mode,0
11/7/2016 15:58:32,,20046,Process Management,11/7/2016 15:59:54,00:01:22,Finish command,DCPU-PM: Feed cycle failed,The weld tool reported a failed feeding cycle.,Not ready,0
11/7/2016 15:58:32,,20112,Process Management,11/7/2016 15:58:34,00:00:02,Self resetted,CPM: Pressure monitor protective gas,The CPM signals that the protective gas pressure has fallen below the limit value.,None,0
11/7/2016 15:55:19,,20112,Process Management,11/7/2016 15:55:21,00:00:02,Self resetted,CPM: Pressure monitor protective gas,The CPM signals that the protective gas pressure has fallen below the limit value.,None,0
11/7/2016 15:41:17,2-001,13008,LMC,11/7/2016 15:41:50,00:00:33,Restart,LMC: Penetration out of tolerance,The observed penetration is out of the programmed tolerance range.,Automatic mode,0
